作品id,作品名,人物id,名字,朝代,时期,国家,文体,写作时间,创作背景,内容简介,相关作品,相关人物,相关地点,相关事件,诗歌全文,sentiment1,sentiment2
759,《阳春集》,671,冯延巳,南唐,南唐,,词,,,,,,,,"三台令
春色，春色，依旧青门紫陌。日斜柳暗花蔫，醉卧谁家少年。年少，年少，行乐直须及早。
明月，明月，照得离人愁绝。更深影入空床，不道帏屏夜长。长夜，长夜，梦到庭花阴下。
南浦，南浦，翠鬟离人何处。当时携手高楼，依旧楼前水流。流水，流水，中有伤心双泪。
上行杯
落梅着雨消残粉，云重烟轻寒食近。罗幕遮香，柳外秋千出画墙。
春山颠倒钗横凤，飞絮入檐春睡重。梦里佳期，只许庭花与月知。
玉楼春
雪云乍变春云簇，渐觉年华堪纵目。北枝梅蕊犯寒开，南浦波纹如酒绿。
芳菲次第长相续，自是情多无处足。尊前百计见春归，莫为伤春眉黛蹙。
如梦令
尘拂玉台鸾镜，凤髻不堪重整。绡帐泣流苏，愁掩玉屏人静。多病，多病，自是行云无定。
更漏子
金剪刀，青丝发，香墨蛮笺亲札。和粉泪，一时封，此情千万重。
垂蓬鬓，尘青镜，已分今生薄命。将远恨，上高楼，寒江天外流。
更漏子
秋水平，黄叶晚，落日渡头云散。抬朱箔，挂金钩，暮潮人倚楼。
欢娱地，思前事，歌罢不胜沉醉。消息远，梦魂狂，酒醒空断肠。
更漏子
风带寒，秋正好，蕙兰无端先老。云杳杳，树依依，离人殊未归。
搴罗幕，凭朱阁，不独堪悲寥落。月东出，雁南飞，谁家夜捣衣。
更漏子
夜初长，人近别，梦断一窗残月。鹦鹉睡，蟪蛄鸣，西风寒未成。
红蜡烛，半棋局，床上画屏山绿。搴绣幌，倚瑶琴，前欢泪满襟。
更漏子
雁孤飞，人独坐，看却一秋空过。瑶草短，菊花残，萧条渐向寒。
帘幕里，青苔地，谁信闲愁如醉。星移后，月圆时，风摇夜合枝。
抛球乐
酒罢歌余兴未阑，小桥秋水共盘桓。波摇梅蕊当心白，风入罗衣贴体寒。且莫思归去，须尽笙歌此夕欢。
抛球乐
尽日登高兴未残，红楼人散独盘桓。一钩冷露悬珠箔，满面西风凭玉阑。归去须沉醉，小院新池月乍寒。
抛球乐
逐胜归来雨未晴，楼前风重草烟轻。谷莺语软花边过，水调声长醉里听。款举金觥劝，谁是当筵最有情。
抛球乐
坐对高楼千万山，雁飞秋色满阑干。烧残红烛暮云合，飘尽碧梧金井寒。咫尺人千里，犹忆笙歌昨夜欢。
抛球乐
梅落新春入后庭，眼前风物可无情。曲池波晚冰还合，芳草迎船绿未成。且上高楼望，相共凭栏看月生。
抛球乐
霜积秋山万树红，倚帘楼上挂朱栊。白云天远重重恨，黄草烟深淅淅风。仿佛梁州曲，吹在谁家玉笛中。
抛球乐
莫怨登高白玉杯，茱萸微绽菊花开。池塘水冷鸳鸯起，帘幕烟寒翡翠来。重待烧红烛，留取笙歌莫放回。
抛球乐
年少王孙有俊才，登高欢醉夜忘回。歌阑赏尽珊瑚树，情厚重斟琥珀杯。但愿千千岁，金菊年年秋解开。
芳草渡
梧桐落，蓼花秋。烟初冷，雨才收。萧条风物正堪愁。人去后，多少恨，在心头。
燕鸿远，羌笛怨，渺渺澄江一片。山如黛，月如钩。笙歌散，魂梦断，倚高楼。
采桑子
樱桃谢了梨花发，红白相催。燕子归来，几度香风绿户开。
人间乐事知多少，且酹金杯。管咽弦哀，慢引萧娘舞袖回。
金错刀
日融融，草芊芊，黄莺求友啼林前。柳条袅袅拖金线，花蕊茸茸簇锦毡。
鸠逐妇，燕穿帘，狂蜂浪蝶相翩翩。春光堪赏还堪玩，恼煞东风误少年。
金错刀
双玉斗，百琼壶，佳人欢饮笑喧呼。麒麟欲画时难偶，鸥鹭何猜兴不孤。
歌宛转，醉模糊，高烧银烛卧流苏。只销几觉懵腾睡，身外功名任有无。
长命女
春日宴，绿酒一杯歌一遍。再拜陈三愿：一愿郎君千岁，二愿妾身常健，三愿如同梁上燕，岁岁长相见。
长相思
红满枝，绿满枝，宿雨厌厌睡起迟。闲庭花影移。
忆归期，数归期，梦见虽多相见稀。相逢知几时。
南乡子
细雨泣秋风，金凤花残满地红。闲蹙黛眉慵不语，情绪，寂寞相思知几许。
玉枕拥孤衾，挹恨还同岁月深。帘卷曲房谁共醉，憔悴，惆怅秦楼弹粉泪。
思越人
酒醒情怀恶，金缕褪，玉肌如削。寒食过却，海棠零落。
乍倚遍栏杆，烟澹薄，翠幕帘栊笼画阁。春睡着，觉来失、秋千期约。
相见欢
晓窗梦到昭华，阿琼家。欹枕残妆一朵，卧枝花。
情极处，却无语，玉钗斜。翠阁银屏回首，已天涯。
酒泉子
庭下花飞，月照妆楼春事晚。珠帘风，兰烛烬，怨空闺。
迢迢何处寄相思，玉箸零零肠断。屏帏深，更漏永，梦魂迷。
酒泉子
云散更深，堂上孤灯阶下月。早梅香，残雪白，夜沉沉。
栏边偷唱系瑶簪，前事总堪惆怅。寒风生，罗衣薄，万般心。
酒泉子
庭树霜凋，一夜愁人窗下睡。绣帏风，兰烛焰，梦遥遥。
金笼鹦鹉怨长宵，笼畔玉筝弦断。陇头云，桃源路，两魂销。
酒泉子
春色融融，飞燕乍来莺未语。小桃寒，垂杨晚，玉楼空。
天长烟远恨重重，消息燕鸿归去。枕前灯，窗外月，闭朱栊。
酒泉子
深院空帏，廊下风帘惊宿燕。香印灰，兰烛小，觉来时。
月明人自捣寒衣，刚爱无端惆怅。阶前行，栏畔立，欲鸡啼。
酒泉子
芳草长川，柳映危桥桥下路。归鸿飞，行人去，碧山边。
风微烟澹雨萧然，隔岸马嘶何处。九回肠，双脸泪，夕阳天。
清平乐
深冬寒月，庭户凝霜雪。风雁过时魂断绝，塞管数声呜咽。
披衣独立披香，流苏乱结愁肠。往事总堪惆怅，前欢休要思量。
清平乐
雨晴烟晚，绿水新池满。双燕飞来垂柳院，小阁画帘高卷。
黄昏独倚朱栏，西南新月眉弯。砌下落花风起，罗衣特地春寒。
清平乐
西园春早，夹径抽新草。冰散漪澜生碧沼，寒在梅花先老。
与君同饮金杯，饮余相取徘徊。次第小桃将发，轩车莫厌频来。
莫思归
花满名园酒满觞，且开笑口对穠芳。秋千风暖鸾钗嚲，绮陌春深翠袖香。莫惜黄金贵，日日须教贳酒尝。
喜迁莺
宿莺啼，乡梦断，春树晓朦胧。残灯吹烬闭朱栊，人语隔屏风。
香已寒，灯已绝，忽忆去年离别。石城花雨倚江楼，波上木兰舟。
喜迁莺
雾蒙蒙，风淅淅，杨柳带疏烟。飘飘轻絮满南园，墙下草芊绵。
燕初飞，莺已老，拂面春风长好。相逢携手且高歌，人生得几何。
菩萨蛮
金波远逐行人去，疏星时作银河渡。花影卧秋千，更长人不眠。
玉筝弹未彻，凤髻鸾钗脱。忆梦翠蛾低，微风凉绣衣。
菩萨蛮
沉沉朱户横金锁，纱窗月影随花过。烛泪欲阑干，落梅生晚寒。
宝钗横翠凤，千里香屏梦。云雨已荒凉，江南春草长。
菩萨蛮
画堂昨夜西风过，绣帘时拂朱门锁。惊梦不成云，双蛾枕上颦。
金炉烟袅袅，烛暗纱窗晓。残月尚弯环，玉筝和泪弹。
菩萨蛮
欹鬟堕髻摇双桨，采莲晚出清江上。顾影约流萍，楚歌娇未成。
相逢颦翠黛，笑把珠珰解。家住柳阴中，画桥东复东。
菩萨蛮
梅花吹入谁家笛，行云半夜凝空碧。欹枕不成眠，关山人未还。
声随幽怨绝，云断澄霜月。月影下重帘，轻风花满檐。
菩萨蛮
娇鬟堆枕钗横凤，溶溶春水杨花梦。红烛泪阑干，翠屏烟浪寒。
锦壶催画箭，玉佩天涯远。和泪试严妆，落梅飞晓霜。
菩萨蛮
西风袅袅凌歌扇，秋期正与行人远。花叶脱霜红，流莺残月中。
兰闺人在否，千里重楼暮。翠被已消香，梦随寒漏长。
菩萨蛮
回廊远砌生秋草，梦魂千里青门道。鹦鹉怨长更，碧笼金锁横。
罗帏中夜起，霜月清如水。玉露不成圆，宝筝悲断弦。
贺圣朝
金丝帐暖牙床稳，怀香方寸。轻颦轻笑，汗珠微透，柳沾花润。
云鬟斜坠，春应未已，不胜娇困。半欹犀枕，乱缠珠被，转羞人问。
虞美人
画堂新霁情萧索，深夜垂珠箔。洞房人睡月婵娟，梧桐双影上朱轩，立阶前。
高楼何处连宵宴，塞管吹幽怨。一声已断别离心，旧欢抛弃杳难寻，恨沉沉。
虞美人
碧波帘幕垂朱户，帘下莺莺语。薄罗依旧泣青春，野花芳草逐年新，事难论。
凤笙何处高楼月，幽怨凭谁说。须臾残照上梧桐，一时弹泪与东风，恨重重。
虞美人
玉钩弯柱调鹦鹉，宛转留春语。云屏冷落画堂空，薄晚春寒无奈落花风。
搴帘燕子低飞去，拂镜尘鸾舞。不知今夜月眉弯，谁佩同心双结倚栏杆。
虞美人
春山拂拂横秋水，掩映遥相对。只知长坐碧窗期，谁信东风吹散绿霞飞。
银屏梦与飞鸾远，只有珠帘卷。杨花零落月溶溶，尘掩玉筝弦柱画堂空。
寿山曲
铜壶滴漏初尽，高阁鸡鸣半空。催启五门金锁，犹垂三殿帘栊。阶前御柳摇绿，仗下宫花散红。鸳瓦数行晓日，鸾旗百尺春风。侍臣舞蹈重拜，圣寿南山永同。
舞春风
严妆才罢怨春风，粉墙画壁宋家东。蕙兰有恨枝犹绿，桃李无言花自红。
燕燕巢时帘幕卷，莺莺啼处凤楼空。少年薄幸知何处，每夜归来春梦中。
醉花间
独立阶前星又月，帘栊偏皎洁。霜树尽空枝，肠断丁香结。
夜深寒不彻，凝恨何曾歇。凭栏杆欲折。两条玉箸为君垂，此宵情，谁共说。
醉花间
月落霜繁深院闭，洞房人正睡。桐树倚雕檐，金井临瑶砌。
晓风寒不啻，独立成憔悴。闲愁浑未已。人心情绪自无端，莫思量，休退悔。
醉花间
晴雪小园春未到，池边梅自早。高树鹊衔巢，斜月明寒草。
山川风景好，自古金陵道。少年看却老。相逢莫厌醉金杯，别离多，欢会少。
醉花间
林雀归栖撩乱语，阶前还日暮。屏掩画堂深，帘卷萧萧雨。
玉人何处去，鹊喜浑无据。双眉愁几许。漏声看却夜将阑，点寒灯，扃绣户。
醉桃源
南园春半踏青时，风和闻马嘶。青梅如豆柳如眉，日长蝴蝶飞。
花露重，草烟低，人家帘幕垂。秋千慵困解罗衣，画梁双燕归。
醉桃源
角声吹断陇梅枝，孤窗月影低。塞鸿无限欲惊飞，城乌休夜啼。
寻断梦，掩香闺，行人去路迷。门前杨柳绿阴齐，何时闻马嘶。
忆江南
去岁迎春楼上月，正是西窗，夜凉时节。玉人贪睡坠钗云，粉消香薄见天真。
人非风月长依旧，破镜尘筝，一梦经年瘦。今宵帘幕扬花阴，空馀枕泪独伤心。
忆江南
今日相逢花未发，正是去年，别离时节。东风次第有花开，恁时须约却重来。
重来不怕花堪折，只怕明年，花发人离别。别离若向百花时，东风弹泪有谁知。
忆秦娥
风淅淅，夜雨连云黑。滴滴，窗下芭蕉灯下客。
除非魂梦到乡国，免被关山隔。忆忆，一句枕前争忘得。
谒金门
圣明世，独折一枝丹桂。学着荷衣还可喜，春狂不啻□。
年少都来有几，自古闲愁无际。满盏劝君休惜醉，愿君千万岁。
应天长
石城山下桃花绽，宿雨初收云未散。南去棹，北归雁，水阔天遥肠欲断。
倚楼情绪懒，惆怅春心无限。忍泪蒹葭风晚，欲归愁满面。
应天长
朱颜日日惊憔悴，多少离愁谁得会。人事改，空追悔，枕上夜长只如岁。
红绡三尺泪，双结解时心醉。魂梦万重云水，觉来还不睡。
应天长
石城花落江楼雨，云隔长洲兰芷暮。花草岸，和烟雾，谁在绿杨深处住。
旧游时事故，岁晚离人何处。杳杳兰舟西去，魂归巫峡路。
应天长
兰房一宿还归去，底死谩生留不住。枕前语，记得否，说尽从来两心素。
同心牢记取，切莫等闲相许。后会不知何处，双栖人莫妒。
应天长
当时心事偷相许，宴罢兰堂肠断处。挑银灯，扃珠户，绣被微寒值秋雨。
枕前和泪语，惊觉玉笼鹦鹉。一夜万般情绪，朦胧天欲曙。
临江仙
南园池馆花如雪，小塘春水涟漪。夕阳楼上绣帘垂，酒醒无寐，独自倚栏时。
绿杨风静凝闲恨，千言万语黄鹂。旧欢前事杳难追，高唐暮雨，空只觉相思。
点绛唇
荫绿围红，梦琼家在桃源住。画桥当路，临水双朱户。
柳径春深，行到关情处。颦不语，意凭风絮，吹向郎边去。
鹊踏枝
烦恼韶光能几许，肠断魂销，看却春还去。只喜墙头灵鹊语，不知青鸟全相误。
心若垂杨千万缕，水阔花飞，梦断巫山路。开眼新愁无问处，珠帘锦帐相思否。
鹊踏枝
芳草满园花满目，帘外微微，细雨笼庭竹。杨柳千条珠簏簌，碧池波绉鸳鸯浴。
窈窕人家颜似玉，弦管泠泠，齐奏云和曲。公子欢筵犹未足，斜阳不用相催促。
河畔青芜堤上柳，为问新愁，何事年年有。独立小桥风满袖，平林新月人归后。
鹊踏枝
霜落小园瑶草短，瘦叶和风，惆怅芳时换。懊恨年年秋不管，朦胧如梦空肠断。
独立荒池斜日岸，墙外遥山，隐隐连天汉。忽忆当年歌舞伴，晚来双脸啼痕满。
鹊踏枝
粉映墙头寒欲尽，宫漏长时，酒醒人犹困。一点春心无限恨，罗衣印满啼妆粉。
柳岸花飞寒食近，陌上行人，杳不传芳信。楼上重檐山隐隐，东风尽日吹蝉鬓。
鹊踏枝
六曲阑干偎碧树，杨柳风轻，展尽黄金缕。谁把钿筝移玉柱，穿帘海燕双飞去。
满眼游丝兼落絮，红杏开时，一霎清明雨。浓睡觉来莺乱语，惊残好梦无寻处。
鹊踏枝
叵耐为人情太薄，几度思量，真拟浑抛却。新结同心香未落，怎生负得当初约。
休向尊前情索莫，手举金罍，凭仗深深酌。莫作等闲相斗作，与君保取长欢乐。
鹊踏枝
萧索清秋珠泪坠，枕簟微凉，展转浑无寐。残酒欲醒中夜起，月明如练天如水。
阶下寒声啼络纬，庭树金风，悄悄重门闭。可惜旧欢携手地，思量一夕成憔悴。
鹊踏枝
花外寒鸡天欲曙，香印成灰，起坐浑无绪。檐际高桐凝宿雾，卷帘双鹊惊飞去。
屏上罗衣闲绣缕，一晌关情，忆遍江南路。夜夜梦魂休漫语，已知前事无寻处。
鹤冲天
晓月坠，宿云披，银烛锦屏帏。建章钟动玉绳低，宫漏出花迟。
春态浅，来双燕，红日初长一线。严妆欲罢啭黄鹂，飞上万年枝。
浣溪沙
春到青门柳色黄，一梢红杏出低墙。莺窗人起未梳妆。
绣帐已阑离别梦，玉炉空袅寂寥香。闺中红日奈何长。
浣溪沙
醉忆春山独倚楼，远山回合暮云收。波间隐隐仞归舟。
早是出门长带月，可堪分袂又经秋。晚风斜日不胜愁。
浣溪沙
转烛飘蓬一梦归，欲寻陈迹怅人非。天教心愿与身违。
待月池台空逝水，荫花楼阁漫斜晖。登临不惜更沾衣。",悲,思
3283,《劳劳亭歌》,695,李白,唐,唐,,七言古体诗,,此诗大约作于唐玄宗天宝八年（749）李白游金陵时。当时李白离开长安已有多年，依然有着对国运的关切和对朝廷的眷恋，因此借劳劳亭送别以抒发自己无人赏识的伤感。,,,,劳劳亭,,金陵劳劳送客堂，蔓草离离生道旁。古情不尽东流水，此地悲风愁白杨。我乘素舸同康乐，朗咏清川飞夜霜。昔闻牛渚吟五章，今来何谢袁家郎。苦竹寒声动秋月，独宿空帘归梦长。,悲,思
2101,《莫愁湖（二首选一）》,402,林之夏,清,清,,七言律绝,,,,,,,,美人迟暮谁容悦，兰芷秋江只自芳。无数南朝新乐府，千秋独唱郁金堂。,思,悲
2951,《莫愁湖》,0,曹聚仁,现当代,现当代,,七言律绝,,,,《万里行记》、《中国学术思想史随笔》、《现代中国近鉴》,,莫愁湖,,"湖水千秋有断霞,池边树冷暮啼鸦。
柳条攀折愁谁诉?帆影沿江几片斜。",悲,思
3369,《莫愁湖（二首选一）》,2332,林散之,现当代,现当代,,五言律诗,1978年暮春时节,,字里行间流露出对自己晚年在大劫之后生活得以安定的欣慰，其态度之平和、心境之圆融，一如春日余晖下风静波平的莫愁湖水。,,,郁金堂、莫愁湖、石头城,清乾隆五十八年（1793），江宁知府李晓栋重建郁金堂等，后遭破坏。,郁金堂不在，湖上剩佳名。虎气腾钟阜，波声撼石城。低飞双燕子，细语一仓庚。寂历楼阴直，残阳入水明。,思,乐
3375,《莫愁湖（二首）》,402,林之夏,清,清,,七言律绝,1947年,,"其一
第一句用“美人迟暮”来比喻衰败的莫愁湖。诗的第二句肯定它自具有毋需他人肯定的芬芳。三四两句诗，表达了林之夏对于美好传说的向往，同时也反映出他迥异时流的不俗品格。
其二
第一、第二句微讽朱、徐两人过分计较功利上的得失——就连下棋这种游戏都不放过。下面两句，则针对朱元璋赐楼与徐达之事，大表不满。",,,郁金堂、胜棋楼,,"其一
美人迟暮谁容悦？兰芷秋江只自芳。无数南朝新乐府，千秋独唱郁金堂！
其二
事功劫后一微尘，著手输赢总认真。何必私为汤沐邑？黄金寸土属齐民！",悲,忧
4104,《莫愁湖》,263,叶向高,明,明,,七言律诗,,明代的莫愁湖是十里平湖，可知现在的湖面已经缩小了很多。这首诗说莫愁湖是当年莫愁女歌舞之地，现在看来，觉得远山翠黛，绕堤垂柳，依旧辞人。,,,莫愁女,莫愁湖,,十里平湖带画桥，当年歌舞惜妖娇。空馀菱镜明秋水，无复兰兵荡晚潮。隔岸远山分翠黛，绕堤垂柳学纤腰。风流未觉秾华歇，一望烟波醉不消。,悲,思
2117,《小秦淮曲》,596,冒襄,清,清,,七言律绝,,,,,,,,"其一
何处能令客思消，沿流出郭到红桥。
更无丽瞩堪娱悦，随苑风光是柳条。
其二
千丝吐尽尚为蚕，花月心情事事堪。
前夕家园争乞巧，穿针小妇忆江南。
其三
游侠髯麻柳敬亭，恢谐笑骂不曾停。
重逢快说隋家事，又向河亭一日听。",思,悲
2046,《烈女行纪黄婉梨事》,628,金和,清,清,,杂言诗,同治年间,这首诗是据真人真事而写的。同治三年（1864）九月十六日，江南女子黄婉梨，在湘潭逆旅自杀，题十绝句于壁，并有诗序述其始末。长诗就是据此事加工而成。金和这首诗，从侧面控诉了官军猎取美色、残害人民的罪行。,这一诗揭露了清军的罪行，也表彰黄婉梨之勇敢，激励妇女抗暴的斗争精神。“世无血性诸红闺，绮罗金翠真土泥。君不见，黄婉梨。”因而选择了以黄婉梨手刃二强人后自杀的悲剧结局。,,,,,君不见黄婉梨，生不甘为仇人妻。虎狼累月相提携。一夕杀之如杀犬与鸡。贞魂烈魄虽下地，浩气上与青天齐。一解。婉梨金陵人，儒风旧家是。癸丑陷贼中，女生五龄耳。有母有弟有兄嫂，全家种菜隐乡里。阿母教针线，阿兄授书史。门外污者尘，门内清如水。二解。朝朝盼官兵，十有二年久。官兵既收城，全家开笑口。叩门来一兵，状貌比贼丑。搜屋无一钱，怒掣刀在手。女前跪致词，请以身代母。兵曰不杀汝，杀汝全家人，汝能飞去否。三解。全家被杀时，女木立若痴。兵徐缚女出，鞭马还怒驰。江干舣有船，驱女使上之。告以归湘南，妻汝汝勿疑。四解。女心默自计，我死宁有他。我固不惜死。全家仇则那。忍泪向仇语，我方身有疴。随汝到汝家，嫁汝缔茑萝。今有同船人，男妇数十多。汝若苦逼我，我惟沈江波。不见金家妇，汝奈江波何。时有金眉姑．亦金陵人，上船时投江死。仇竟帖耳听，不敢相诋诃。朝夕敬事女，水程累月过。五解。水程累月尽，舍舟当就陆。同舟人各行，同行一仇独。女心摇摇撞小鹿，此去不知何处宿。何日诛仇死瞑目。六解。行未数里，横来一人。伴仇而走，甚狎且亲。数数目女道女美，彼此虐谑纷笑嗔。女闻无言眉暗颦，两恶男子竟不训，我一弱女宁其伦，事急惟有死，保我金玉身。报仇在今夕，万一沉冤伸．不报亦今夕，含悲报千春。逆旅急偷闲，留诗壁问尘。后有读之者，为我聊酸辛。七解。倚装儿何时，白日暗平楚。两伧买酒肴，烧烛照门户。呼女陪壶觞，教女伴歌舞。鴂音恣号呶，时杂莺燕语。逆旅夫何知，夜寐各宾主。八解。明日之日日正中．房门不启人无踪。破扃睨视生悲风，一男中鸩死，口鼻皆青红。一男毒较轻，自刃洞在胸。一女挂罗中，遍身穷裤穷。细读壁间诗，了了陈始终。乃知女所为。辣手真从容。万口啧啧称女雄。此女毋乃人中龙。九解。噫吁嘻。女事虽幸成，女心尤惨凄。色身饵人饿虎蹊，一日未死忧噬脐。欲死不死呼天啼，至诚所动天听低。乃以杯酒为媒梯，仇雠刃毕月未西，青溪之水魂归兮。世无血性诸红闺，绮罗金翠真土泥。君不见，黄婉梨。十解。,悲,思
3267,《登金陵凤凰台》,695,李白,唐,唐,,七言律诗,,《登金陵凤凰台》是李白集中为数不多的七言律诗之一。此诗一说是天宝六载（747年）作者奉命“赐金还山”，被排挤离开长安，南游金陵时所作；一说是作者流放夜郎遇赦返回后所作；也有人称是李白游览黄鹤楼，并留下“眼前有景道不得，崔颢题诗在上头”后写的，是想与崔颢的《黄鹤楼》争胜。,,,李白,凤凰台、长江、吴宫、三山、秦淮河、长安、白鹭洲,,凤凰台上凤凰游，凤去台空江自流。吴宫花草埋幽径，晋代衣冠成古丘。三山半落青天外，二水中分白鹭洲。总为浮云能蔽日，长安不见使人愁。,乐,思
3290,《杨叛儿》,695,李白,唐,唐,,乐府诗,,此诗当为开元（唐玄宗年号，713～741）年间李白游金陵时所作，是诗人继承古乐府而进行艺术再创作的一首情歌。《杨叛儿》为六朝乐府《西曲歌》曲调名，传世古辞八首。其二云：“暂出白门前，杨柳可藏乌。君作沉水香，侬作博山炉。”李白即以此意改写成此诗。,,,,,,君歌杨叛儿，妾劝新丰酒。何许最关人？乌啼白门柳。乌啼隐杨花，君醉留妾家。博山炉中沉香火，双烟一气凌紫霞。,思,悲
3499,《杨叛儿》,0,乐府歌辞,南朝,南朝,,乐府诗,,,以女性口吻歌咏密约欢会的言情诗。,,,白门,,暂出白门前，杨柳可藏乌。郎作沈水香，侬作博山炉。,思,乐
